date,hour,dc_output,ac_output
000-10-02,12,1345.01,1290.85
000-10-02,13,2427.579,2336.55
000-10-02,14,2460.463,2368.158
000-10-02,15,1407.836,1351.81
000-10-02,16,760.886,722.472
000-10-02,17,92.821,68.852
000-10-02,18,0,0
000-10-02,19,0,0
000-10-02,20,0,0
000-10-02,21,0,0
000-10-02,22,0,0
000-10-02,23,0,0
000-10-03,0,0,0
000-10-03,1,0,0
000-10-03,2,0,0
000-10-03,3,0,0
000-10-03,4,0,0
000-10-03,5,0,0
000-10-03,6,144.537,119.586
000-10-03,7,897.023,855.199
000-10-03,8,1794.256,1726.008
000-10-03,9,2478.873,2385.849
000-10-03,10,3001.602,2886.972
000-10-03,11,3229.307,3104.537
000-10-03,12,3224.477,3099.926
000-10-03,13,2884.11,2774.539
000-10-03,14,2434.618,2343.316
000-10-03,15,1699.725,1634.585
000-10-03,16,796.077,756.797
000-10-03,17,103.168,79.004
000-10-03,18,0,0
000-10-03,19,0,0
000-10-03,20,0,0
000-10-03,21,0,0
000-10-03,22,0,0
000-10-03,23,0,0
000-10-04,0,0,0
000-10-04,1,0,0
000-10-04,2,0,0
000-10-04,3,0,0
000-10-04,4,0,0
000-10-04,5,0,0
000-10-04,6,105.297,81.094
000-10-04,7,804.196,764.714
000-10-04,8,1677.001,1612.596
000-10-04,9,2401.768,2311.734
000-10-04,10,2886.769,2777.085
000-10-04,11,3069.877,2952.253
000-10-04,12,3072.729,2954.978
000-10-04,13,2822.059,2715.113
000-10-04,14,2295.113,2209.131
000-10-04,15,1531.218,1471.427
000-10-04,16,688.369,651.707
000-10-04,17,70.128,46.584
000-10-04,18,0,0
000-10-04,19,0,0
000-10-04,20,0,0
000-10-04,21,0,0
000-10-04,22,0,0
000-10-04,23,0,0
000-10-05,0,0,0
000-10-05,1,0,0
000-10-05,2,0,0
000-10-05,3,0,0
000-10-05,4,0,0
000-10-05,5,0,0
000-10-05,6,156.141,130.966
000-10-05,7,946.607,903.502
000-10-05,8,1842.046,1772.198
000-10-05,9,2519.379,2424.764
000-10-05,10,1122.125,1074.317
000-10-05,11,1778.184,1710.47
000-10-05,12,600.099,565.509
000-10-05,13,546.699,513.331
000-10-05,14,450.009,418.79
000-10-05,15,314.091,285.759
000-10-05,16,167.363,141.971
000-10-05,17,18.449,0
000-10-05,18,0,0
000-10-05,19,0,0
000-10-05,20,0,0
000-10-05,21,0,0
000-10-05,22,0,0
000-10-05,23,0,0
000-10-06,0,0,0
000-10-06,1,0,0
000-10-06,2,0,0
000-10-06,3,0,0
000-10-06,4,0,0
000-10-06,5,0,0
000-10-06,6,78.05,54.358
000-10-06,7,808.54,768.95
000-10-06,8,1640.836,1577.593
000-10-06,9,1915.476,1843.132
000-10-06,10,2481.76,2388.623
000-10-06,11,2708.554,2606.323
000-10-06,12,2181.789,2100.007
000-10-06,13,2379.047,2289.885
000-10-06,14,1579.075,1517.79
000-10-06,15,1192.526,1142.757
000-10-06,16,679.651,643.197
000-10-06,17,61.284,37.903
000-10-06,18,0,0
000-10-06,19,0,0
000-10-06,20,0,0
000-10-06,21,0,0
000-10-06,22,0,0
000-10-06,23,0,0
000-10-07,0,0,0
000-10-07,1,0,0
000-10-07,2,0,0
000-10-07,3,0,0
000-10-07,4,0,0
000-10-07,5,0,0
000-10-07,6,86.936,63.077
000-10-07,7,353.78,324.621
000-10-07,8,748.896,710.775
000-10-07,9,1771.104,1703.624
000-10-07,10,2776.834,2671.78
000-10-07,11,2688.746,2587.326
000-10-07,12,1960.003,1886.123
000-10-07,13,2453.646,2361.605
000-10-07,14,2278.76,2193.391
000-10-07,15,432.028,401.2
000-10-07,16,675.166,638.818
000-10-07,17,52.411,29.194
000-10-07,18,0,0
000-10-07,19,0,0
000-10-07,20,0,0
000-10-07,21,0,0
000-10-07,22,0,0
000-10-07,23,0,0
000-10-08,0,0,0
000-10-08,1,0,0
000-10-08,2,0,0
000-10-08,3,0,0
000-10-08,4,0,0
000-10-08,5,0,0
000-10-08,6,15.968,0
000-10-08,7,89.892,65.979
000-10-08,8,186.593,160.826
000-10-08,9,278.194,250.598
000-10-08,10,1273.444,1221.37
000-10-08,11,789.802,750.677
000-10-08,12,737.119,699.284
000-10-08,13,1656.994,1593.233
000-10-08,14,1279.01,1226.775
000-10-08,15,392.164,362.194
000-10-08,16,181.157,155.496
000-10-08,17,19.52,0
000-10-08,18,0,0
000-10-08,19,0,0
000-10-08,20,0,0
000-10-08,21,0,0
000-10-08,22,0,0
000-10-08,23,0,0
000-10-09,0,0,0
000-10-09,1,0,0
000-10-09,2,0,0
000-10-09,3,0,0
000-10-09,4,0,0
000-10-09,5,0,0
000-10-09,6,40.429,17.432
000-10-09,7,149.753,124.701
000-10-09,8,329.553,300.901
000-10-09,9,495.808,463.581
000-10-09,10,615.322,580.38
000-10-09,11,673.23,636.929
000-10-09,12,672.247,635.969
000-10-09,13,597.229,562.706
000-10-09,14,466.031,434.461
000-10-09,15,291.671,263.8
000-10-09,16,122.458,97.93
000-10-09,17,15.542,0
000-10-09,18,0,0
000-10-09,19,0,0
000-10-09,20,0,0
000-10-09,21,0,0
000-10-09,22,0,0
000-10-09,23,0,0
000-10-10,0,0,0
000-10-10,1,0,0
000-10-10,2,0,0
000-10-10,3,0,0
000-10-10,4,0,0
000-10-10,5,0,0
000-10-10,6,18.593,0
000-10-10,7,93.368,69.389
000-10-10,8,205.649,179.507
000-10-10,9,316.669,288.284
000-10-10,10,399.206,369.085
000-10-10,11,531.878,498.845
000-10-10,12,525.804,492.907
000-10-10,13,459.694,428.263
000-10-10,14,699.976,663.037
000-10-10,15,709.732,672.559
000-10-10,16,99.207,75.118
000-10-10,17,9.736,0
000-10-10,18,0,0
000-10-10,19,0,0
000-10-10,20,0,0
000-10-10,21,0,0
000-10-10,22,0,0
000-10-10,23,0,0
000-10-11,0,0,0
000-10-11,1,0,0
000-10-11,2,0,0
000-10-11,3,0,0
000-10-11,4,0,0
000-10-11,5,0,0
000-10-11,6,15.814,0
000-10-11,7,133.978,109.23
000-10-11,8,478.487,446.644
000-10-11,9,1882.316,1811.105
000-10-11,10,2849.871,2741.752
000-10-11,11,2782.379,2677.094
000-10-11,12,2998.824,2884.315
000-10-11,13,2328.712,2241.465
000-10-11,14,2256.885,2172.332
000-10-11,15,1403.408,1347.514
000-10-11,16,657.136,621.215
000-10-11,17,32.801,9.944
000-10-11,18,0,0
000-10-11,19,0,0
000-10-11,20,0,0
000-10-11,21,0,0
000-10-11,22,0,0
000-10-11,23,0,0
000-10-12,0,0,0
000-10-12,1,0,0
000-10-12,2,0,0
000-10-12,3,0,0
000-10-12,4,0,0
000-10-12,5,0,0
000-10-12,6,12.798,0
000-10-12,7,92.993,69.021
000-10-12,8,239.544,212.729
000-10-12,9,1988.239,1913.376
000-10-12,10,2620.021,2521.392
000-10-12,11,2921.052,2809.903
000-10-12,12,2498.788,2404.983
000-10-12,13,1830.191,1760.742
000-10-12,14,1304.928,1251.941
000-10-12,15,1039.68,994.113
000-10-12,16,320.053,291.598
000-10-12,17,33.285,10.419
000-10-12,18,0,0
000-10-12,19,0,0
000-10-12,20,0,0
000-10-12,21,0,0
000-10-12,22,0,0
000-10-12,23,0,0
000-10-13,0,0,0
000-10-13,1,0,0
000-10-13,2,0,0
000-10-13,3,0,0
000-10-13,4,0,0
000-10-13,5,0,0
000-10-13,6,21.226,0
000-10-13,7,148.248,123.226
000-10-13,8,344.677,315.709
000-10-13,9,518.858,486.117
000-10-13,10,636.649,601.209
000-10-13,11,691.69,654.949
000-10-13,12,684.867,648.289
000-10-13,13,612.483,577.607
000-10-13,14,481.631,449.718
000-10-13,15,231.513,204.859
000-10-13,16,90.101,66.184
000-10-13,17,3.243,0
000-10-13,18,0,0
000-10-13,19,0,0
000-10-13,20,0,0
000-10-13,21,0,0
000-10-13,22,0,0
000-10-13,23,0,0
000-10-14,0,0,0
000-10-14,1,0,0
000-10-14,2,0,0
000-10-14,3,0,0
000-10-14,4,0,0
000-10-14,5,0,0
000-10-14,6,37.248,14.31
000-10-14,7,289.62,261.792
000-10-14,8,1220.373,1169.817
000-10-14,9,2256.923,2172.369
000-10-14,10,1894.151,1822.537
000-10-14,11,2430.287,2339.153
000-10-14,12,2403.099,2313.014
000-10-14,13,2154.255,2073.477
000-10-14,14,810.487,770.849
000-10-14,15,1199.328,1149.368
000-10-14,16,605.438,570.725
000-10-14,17,11.253,0
000-10-14,18,0,0
000-10-14,19,0,0
000-10-14,20,0,0
000-10-14,21,0,0
000-10-14,22,0,0
000-10-14,23,0,0
000-10-15,0,0,0
000-10-15,1,0,0
000-10-15,2,0,0
000-10-15,3,0,0
000-10-15,4,0,0
000-10-15,5,0,0
000-10-15,6,9.5,0
000-10-15,7,82.379,58.606
000-10-15,8,164.847,139.503
000-10-15,9,304.491,276.357
000-10-15,10,386.254,356.409
000-10-15,11,509.812,477.273
000-10-15,12,505.582,473.137
000-10-15,13,451.546,420.294
000-10-15,14,1241.983,1190.812
000-10-15,15,1064.489,1018.254
000-10-15,16,295.451,267.502
000-10-15,17,9.821,0
000-10-15,18,0,0
000-10-15,19,0,0
000-10-15,20,0,0
000-10-15,21,0,0
000-10-15,22,0,0
000-10-15,23,0,0
000-10-16,0,0,0
000-10-16,1,0,0
000-10-16,2,0,0
000-10-16,3,0,0
000-10-16,4,0,0
000-10-16,5,0,0
000-10-16,6,14.424,0
000-10-16,7,149.381,124.337
000-10-16,8,380.864,351.133
000-10-16,9,2123.587,2043.919
000-10-16,10,1342.546,1288.458
000-10-16,11,2089.372,2010.934
000-10-16,12,2723.155,2620.323
000-10-16,13,2412.562,2322.112
000-10-16,14,442.036,410.991
000-10-16,15,268.631,241.23
000-10-16,16,266.583,239.223
000-10-16,17,9.084,0
000-10-16,18,0,0
000-10-16,19,0,0
000-10-16,20,0,0
000-10-16,21,0,0
000-10-16,22,0,0
000-10-16,23,0,0
000-10-17,0,0,0
000-10-17,1,0,0
000-10-17,2,0,0
000-10-17,3,0,0
000-10-17,4,0,0
000-10-17,5,0,0
000-10-17,6,16.533,0
000-10-17,7,95.302,71.287
000-10-17,8,232.728,206.049
000-10-17,9,367.449,338.002
000-10-17,10,464.117,432.589
000-10-17,11,510.288,477.739
000-10-17,12,412.337,381.935
000-10-17,13,440.891,409.871
000-10-17,14,338.642,309.8
000-10-17,15,200.683,174.64
000-10-17,16,75.94,52.287
000-10-17,17,0,0
000-10-17,18,0,0
000-10-17,19,0,0
000-10-17,20,0,0
000-10-17,21,0,0
000-10-17,22,0,0
000-10-17,23,0,0
000-10-18,0,0,0
000-10-18,1,0,0
000-10-18,2,0,0
000-10-18,3,0,0
000-10-18,4,0,0
000-10-18,5,0,0
000-10-18,6,6.616,0
000-10-18,7,115.048,90.66
000-10-18,8,269.041,241.632
000-10-18,9,398.101,368.003
000-10-18,10,401.508,371.337
000-10-18,11,534.469,501.377
000-10-18,12,533.733,500.657
000-10-18,13,475.126,443.356
000-10-18,14,371.255,341.728
000-10-18,15,231.552,204.896
000-10-18,16,129.588,104.924
000-10-18,17,1.859,0
000-10-18,18,0,0
000-10-18,19,0,0
000-10-18,20,0,0
000-10-18,21,0,0
000-10-18,22,0,0
000-10-18,23,0,0
000-10-19,0,0,0
000-10-19,1,0,0
000-10-19,2,0,0
000-10-19,3,0,0
000-10-19,4,0,0
000-10-19,5,0,0
000-10-19,6,6.601,0
000-10-19,7,101.23,77.103
000-10-19,8,246.767,219.807
000-10-19,9,379.332,349.634
000-10-19,10,471.567,439.876
000-10-19,11,516.88,484.183
000-10-19,12,511.91,479.324
000-10-19,13,454.321,423.008
000-10-19,14,348.02,318.982
000-10-19,15,213.377,187.082
000-10-19,16,68.848,45.327
000-10-19,17,0,0
000-10-19,18,0,0
000-10-19,19,0,0
000-10-19,20,0,0
000-10-19,21,0,0
000-10-19,22,0,0
000-10-19,23,0,0
000-10-20,0,0,0
000-10-20,1,0,0
000-10-20,2,0,0
000-10-20,3,0,0
000-10-20,4,0,0
000-10-20,5,0,0
000-10-20,6,14.766,0
000-10-20,7,234.415,207.702
000-10-20,8,715.333,678.025
000-10-20,9,961.385,917.894
000-10-20,10,1207.157,1156.975
000-10-20,11,1556.827,1496.239
000-10-20,12,925.96,883.391
000-10-20,13,660.715,624.71
000-10-20,14,852,811.322
000-10-20,15,387.573,357.7
000-10-20,16,203.303,177.208
000-10-20,17,6.133,0
000-10-20,18,0,0
000-10-20,19,0,0
000-10-20,20,0,0
000-10-20,21,0,0
000-10-20,22,0,0
000-10-20,23,0,0
000-10-21,0,0,0
000-10-21,1,0,0
000-10-21,2,0,0
000-10-21,3,0,0
000-10-21,4,0,0
000-10-21,5,0,0
000-10-21,6,10.026,0
000-10-21,7,156.607,131.423
000-10-21,8,490.919,458.8
000-10-21,9,459.362,427.939
000-10-21,10,1527.96,1468.271
000-10-21,11,2342.842,2255.059
000-10-21,12,2229.516,2145.979
000-10-21,13,1190.499,1140.787
000-10-21,14,305.12,276.973
000-10-21,15,627.288,592.067
000-10-21,16,120.943,96.443
000-10-21,17,0,0
000-10-21,18,0,0
000-10-21,19,0,0
000-10-21,20,0,0
000-10-21,21,0,0
000-10-21,22,0,0
000-10-21,23,0,0
000-10-22,0,0,0
000-10-22,1,0,0
000-10-22,2,0,0
000-10-22,3,0,0
000-10-22,4,0,0
000-10-22,5,0,0
000-10-22,6,3.932,0
000-10-22,7,125.361,100.777
000-10-22,8,263.009,235.721
000-10-22,9,428.9,398.14
000-10-22,10,1622.904,1560.233
000-10-22,11,1754.533,1687.6
000-10-22,12,450.733,419.498
000-10-22,13,406.223,375.951
000-10-22,14,299.043,271.021
000-10-22,15,165.325,139.972
000-10-22,16,65.783,42.319
000-10-22,17,0,0
000-10-22,18,0,0
000-10-22,19,0,0
000-10-22,20,0,0
000-10-22,21,0,0
000-10-22,22,0,0
000-10-22,23,0,0
000-10-23,0,0,0
000-10-23,1,0,0
000-10-23,2,0,0
000-10-23,3,0,0
000-10-23,4,0,0
000-10-23,5,0,0
000-10-23,6,5.143,0
000-10-23,7,338.134,309.303
000-10-23,8,701.826,664.842
000-10-23,9,1135.295,1087.123
000-10-23,10,442.637,411.579
000-10-23,11,480.715,448.823
000-10-23,12,481.588,449.676
000-10-23,13,1577.037,1515.816
000-10-23,14,2072.518,1994.682
000-10-23,15,715.03,677.73
000-10-23,16,447.862,416.69
000-10-23,17,4.031,0
000-10-23,18,0,0
000-10-23,19,0,0
000-10-23,20,0,0
000-10-23,21,0,0
000-10-23,22,0,0
000-10-23,23,0,0
000-10-24,0,0,0
000-10-24,1,0,0
000-10-24,2,0,0
000-10-24,3,0,0
000-10-24,4,0,0
000-10-24,5,0,0
000-10-24,6,0,0
000-10-24,7,119.327,94.857
000-10-24,8,317.587,289.183
000-10-24,9,2319.259,2232.369
000-10-24,10,2575.265,2478.432
000-10-24,11,2983.686,2869.834
000-10-24,12,2391.5,2301.86
000-10-24,13,2440.4,2348.875
000-10-24,14,1897.263,1825.543
000-10-24,15,1220.461,1169.903
000-10-24,16,275.203,247.669
000-10-24,17,0,0
000-10-24,18,0,0
000-10-24,19,0,0
000-10-24,20,0,0
000-10-24,21,0,0
000-10-24,22,0,0
000-10-24,23,0,0
000-10-25,0,0,0
000-10-25,1,0,0
000-10-25,2,0,0
000-10-25,3,0,0
000-10-25,4,0,0
000-10-25,5,0,0
000-10-25,6,32.168,9.322
000-10-25,7,496.554,464.31
000-10-25,8,1367.686,1312.856
000-10-25,9,1754.595,1687.661
000-10-25,10,1733.132,1666.902
000-10-25,11,1593.919,1532.166
000-10-25,12,469.167,437.528
000-10-25,13,1361.642,1306.992
000-10-25,14,430.245,399.455
000-10-25,15,258.449,231.253
000-10-25,16,64.948,41.499
000-10-25,17,0,0
000-10-25,18,0,0
000-10-25,19,0,0
000-10-25,20,0,0
000-10-25,21,0,0
000-10-25,22,0,0
000-10-25,23,0,0
000-10-26,0,0,0
000-10-26,1,0,0
000-10-26,2,0,0
000-10-26,3,0,0
000-10-26,4,0,0
000-10-26,5,0,0
000-10-26,6,0,0
000-10-26,7,81.339,57.585
000-10-26,8,187.255,161.475
000-10-26,9,297.169,269.185
000-10-26,10,458.699,427.29
000-10-26,11,500.509,468.177
000-10-26,12,492.777,460.617
000-10-26,13,434.676,403.791
000-10-26,14,330.187,301.521
000-10-26,15,193.203,167.307
000-10-26,16,46.5,23.392
000-10-26,17,0,0
000-10-26,18,0,0
000-10-26,19,0,0
000-10-26,20,0,0
000-10-26,21,0,0
000-10-26,22,0,0
000-10-26,23,0,0
000-10-27,0,0,0
000-10-27,1,0,0
000-10-27,2,0,0
000-10-27,3,0,0
000-10-27,4,0,0
000-10-27,5,0,0
000-10-27,6,0,0
000-10-27,7,56.695,33.399
000-10-27,8,166.668,141.289
000-10-27,9,331.267,302.579
000-10-27,10,426.301,395.597
000-10-27,11,473.396,441.665
000-10-27,12,465.837,434.272
000-10-27,13,407.879,377.572
000-10-27,14,303.795,275.676
000-10-27,15,166.086,140.719
000-10-27,16,317.882,289.472
000-10-27,17,0,0
000-10-27,18,0,0
000-10-27,19,0,0
000-10-27,20,0,0
000-10-27,21,0,0
000-10-27,22,0,0
000-10-27,23,0,0
000-10-28,0,0,0
000-10-28,1,0,0
000-10-28,2,0,0
000-10-28,3,0,0
000-10-28,4,0,0
000-10-28,5,0,0
000-10-28,6,0.667,0
000-10-28,7,104.927,80.731
000-10-28,8,175.211,149.666
000-10-28,9,1056.959,1010.928
000-10-28,10,1591.462,1529.786
000-10-28,11,1477.894,1419.746
000-10-28,12,943.76,900.729
000-10-28,13,1073.693,1027.208
000-10-28,14,1580.856,1519.515
000-10-28,15,973.174,929.374
000-10-28,16,164.72,139.379
000-10-28,17,0,0
000-10-28,18,0,0
000-10-28,19,0,0
000-10-28,20,0,0
000-10-28,21,0,0
000-10-28,22,0,0
000-10-28,23,0,0
000-10-29,0,0,0
000-10-29,1,0,0
000-10-29,2,0,0
000-10-29,3,0,0
000-10-29,4,0,0
000-10-29,5,0,0
000-10-29,6,0.687,0
000-10-29,7,231.797,205.137
000-10-29,8,789.201,750.092
000-10-29,9,1644.335,1580.98
000-10-29,10,2527.707,2432.762
000-10-29,11,1871.912,1801.055
000-10-29,12,2707.556,2605.366
000-10-29,13,2345.034,2257.168
000-10-29,14,1930.113,1857.267
000-10-29,15,1303.606,1250.658
000-10-29,16,373.554,343.978
000-10-29,17,0,0
000-10-29,18,0,0
000-10-29,19,0,0
000-10-29,20,0,0
000-10-29,21,0,0
000-10-29,22,0,0
000-10-29,23,0,0
000-10-30,0,0,0
000-10-30,1,0,0
000-10-30,2,0,0
000-10-30,3,0,0
000-10-30,4,0,0
000-10-30,5,0,0
000-10-30,6,0,0
000-10-30,7,50.98,27.789
000-10-30,8,971.285,927.535
000-10-30,9,328.115,299.493
000-10-30,10,422.903,392.272
000-10-30,11,1612.604,1550.26
000-10-30,12,455.123,423.793
000-10-30,13,517.38,484.672
000-10-30,14,295.379,267.432
000-10-30,15,159.398,134.16
000-10-30,16,34.516,11.628
000-10-30,17,0,0
000-10-30,18,0,0
000-10-30,19,0,0
000-10-30,20,0,0
000-10-30,21,0,0
000-10-30,22,0,0
000-10-30,23,0,0
000-10-31,0,0,0
000-10-31,1,0,0
000-10-31,2,0,0
000-10-31,3,0,0
000-10-31,4,0,0
000-10-31,5,0,0
000-10-31,6,0,0
000-10-31,7,53.086,29.857
000-10-31,8,166.22,140.85
000-10-31,9,336.146,307.356
000-10-31,10,427.58,396.849
000-10-31,11,475.752,443.968
000-10-31,12,470.83,439.155
000-10-31,13,412.497,382.091
000-10-31,14,306.52,278.344
000-10-31,15,172.986,147.484
000-10-31,16,31.444,8.612
000-10-31,17,0,0
000-10-31,18,0,0
000-10-31,19,0,0
000-10-31,20,0,0
000-10-31,21,0,0
000-10-31,22,0,0
000-10-31,23,0,0
000-11-01,0,0,0
000-11-01,1,0,0
000-11-01,2,0,0
000-11-01,3,0,0
000-11-01,4,0,0
000-11-01,5,0,0
000-11-01,6,0,0
000-11-01,7,35.678,12.768
000-11-01,8,97.258,73.206
000-11-01,9,179.528,153.899
000-11-01,10,214.272,187.96
000-11-01,11,226.46,199.906
000-11-01,12,224.266,197.756
000-11-01,13,198.634,172.631
000-11-01,14,153.025,127.911
000-11-01,15,219.541,193.125
000-11-01,16,18.985,0
000-11-01,17,0,0
000-11-01,18,0,0
000-11-01,19,0,0
000-11-01,20,0,0
000-11-01,21,0,0
000-11-01,22,0,0
000-11-01,23,0,0
000-11-02,0,0,0
000-11-02,1,0,0
000-11-02,2,0,0
000-11-02,3,0,0
000-11-02,4,0,0
000-11-02,5,0,0
000-11-02,6,0,0
000-11-02,7,19.006,0
000-11-02,8,92.778,68.811
000-11-02,9,161.99,136.702
000-11-02,10,213.766,187.464
000-11-02,11,226.481,199.927
000-11-02,12,223.234,196.744
000-11-02,13,220.058,193.631
000-11-02,14,182.271,156.588
000-11-02,15,170.238,144.79
000-11-02,16,12.863,0
000-11-02,17,0,0
000-11-02,18,0,0
000-11-02,19,0,0
000-11-02,20,0,0
000-11-02,21,0,0
000-11-02,22,0,0
000-11-02,23,0,0
000-11-03,0,0,0
000-11-03,1,0,0
000-11-03,2,0,0
000-11-03,3,0,0
000-11-03,4,0,0
000-11-03,5,0,0
000-11-03,6,0,0
000-11-03,7,356.971,327.745
000-11-03,8,1269.247,1217.294
000-11-03,9,2074.428,1996.523
000-11-03,10,2064.476,1986.926
000-11-03,11,1504.107,1445.155
000-11-03,12,2037.969,1961.359
000-11-03,13,2253.314,2168.894
000-11-03,14,1672.53,1608.269
000-11-03,15,1093.921,1046.886
000-11-03,16,202.832,176.746
000-11-03,17,0,0
000-11-03,18,0,0
000-11-03,19,0,0
000-11-03,20,0,0
000-11-03,21,0,0
000-11-03,22,0,0
000-11-03,23,0,0
000-11-04,0,0,0
000-11-04,1,0,0
000-11-04,2,0,0
000-11-04,3,0,0
000-11-04,4,0,0
000-11-04,5,0,0
000-11-04,6,0,0
000-11-04,7,169.932,144.49
000-11-04,8,598.057,563.515
000-11-04,9,945.916,902.829
000-11-04,10,1827.741,1758.374
000-11-04,11,2308.705,2222.212
000-11-04,12,2557.264,2461.148
000-11-04,13,1929.674,1856.843
000-11-04,14,1189.579,1139.893
000-11-04,15,956.481,913.119
000-11-04,16,152.239,127.139
000-11-04,17,0,0
000-11-04,18,0,0
000-11-04,19,0,0
000-11-04,20,0,0
000-11-04,21,0,0
000-11-04,22,0,0
000-11-04,23,0,0
000-11-05,0,0,0
000-11-05,1,0,0
000-11-05,2,0,0
000-11-05,3,0,0
000-11-05,4,0,0
000-11-05,5,0,0
000-11-05,6,0,0
000-11-05,7,29.653,6.853
000-11-05,8,714.644,677.353
000-11-05,9,349.927,320.849
000-11-05,10,1326.117,1272.512
000-11-05,11,1817.373,1748.353
000-11-05,12,1520.465,1461.008
000-11-05,13,1608.475,1546.262
000-11-05,14,1394.284,1338.663
000-11-05,15,626.842,591.631
000-11-05,16,78.459,54.759
000-11-05,17,0,0
000-11-05,18,0,0
000-11-05,19,0,0
000-11-05,20,0,0
000-11-05,21,0,0
000-11-05,22,0,0
000-11-05,23,0,0
000-11-06,0,0,0
000-11-06,1,0,0
000-11-06,2,0,0
000-11-06,3,0,0
000-11-06,4,0,0
000-11-06,5,0,0
000-11-06,6,0,0
000-11-06,7,50.194,27.018
000-11-06,8,159.488,134.249
000-11-06,9,191.363,165.503
000-11-06,10,371.528,341.996
000-11-06,11,1064.508,1018.273
000-11-06,12,1203.53,1153.451
000-11-06,13,240.516,213.681
000-11-06,14,127.857,103.225
000-11-06,15,197.592,171.609
000-11-06,16,9.382,0
000-11-06,17,0,0
000-11-06,18,0,0
000-11-06,19,0,0
000-11-06,20,0,0
000-11-06,21,0,0
000-11-06,22,0,0
000-11-06,23,0,0
000-11-07,0,0,0
000-11-07,1,0,0
000-11-07,2,0,0
000-11-07,3,0,0
000-11-07,4,0,0
000-11-07,5,0,0
000-11-07,6,0,0
000-11-07,7,62.56,39.155
000-11-07,8,389.492,359.578
000-11-07,9,520.006,487.239
000-11-07,10,797.844,758.52
000-11-07,11,343.813,314.863
000-11-07,12,1897.763,1826.026
000-11-07,13,1920.021,1847.522
000-11-07,14,965.196,921.605
000-11-07,15,400.625,370.473
000-11-07,16,22.967,0.289
000-11-07,17,0,0
000-11-07,18,0,0
000-11-07,19,0,0
000-11-07,20,0,0
000-11-07,21,0,0
000-11-07,22,0,0
000-11-07,23,0,0
000-11-08,0,0,0
000-11-08,1,0,0
000-11-08,2,0,0
000-11-08,3,0,0
000-11-08,4,0,0
000-11-08,5,0,0
000-11-08,6,0,0
000-11-08,7,28.924,6.137
000-11-08,8,311.461,283.183
000-11-08,9,325.32,296.755
000-11-08,10,1268.479,1216.548
000-11-08,11,421.096,390.504
000-11-08,12,310.686,282.424
000-11-08,13,323.335,294.812
000-11-08,14,280.049,252.415
000-11-08,15,296.575,268.604
000-11-08,16,9.49,0
000-11-08,17,0,0
000-11-08,18,0,0
000-11-08,19,0,0
000-11-08,20,0,0
000-11-08,21,0,0
000-11-08,22,0,0
000-11-08,23,0,0
000-11-09,0,0,0
000-11-09,1,0,0
000-11-09,2,0,0
000-11-09,3,0,0
000-11-09,4,0,0
000-11-09,5,0,0
000-11-09,6,0,0
000-11-09,7,61.349,37.967
000-11-09,8,88.58,64.69
000-11-09,9,318.036,289.623
000-11-09,10,597.572,563.041
000-11-09,11,393.096,363.105
000-11-09,12,505.039,472.606
000-11-09,13,1372.918,1317.933
000-11-09,14,379.733,350.027
000-11-09,15,910.612,868.439
000-11-09,16,84.801,60.982
000-11-09,17,0,0
000-11-09,18,0,0
000-11-09,19,0,0
000-11-09,20,0,0
000-11-09,21,0,0
000-11-09,22,0,0
000-11-09,23,0,0
000-11-10,0,0,0
000-11-10,1,0,0
000-11-10,2,0,0
000-11-10,3,0,0
000-11-10,4,0,0
000-11-10,5,0,0
000-11-10,6,0,0
000-11-10,7,25.557,2.832
000-11-10,8,123.448,98.9
000-11-10,9,142.267,117.36
000-11-10,10,208.675,182.474
000-11-10,11,307.737,279.536
000-11-10,12,333.993,305.248
000-11-10,13,198.15,172.156
000-11-10,14,615.691,580.74
000-11-10,15,973.197,929.396
000-11-10,16,88.946,65.05
000-11-10,17,0,0
000-11-10,18,0,0
000-11-10,19,0,0
000-11-10,20,0,0
000-11-10,21,0,0
000-11-10,22,0,0
000-11-10,23,0,0
000-11-11,0,0,0
000-11-11,1,0,0
000-11-11,2,0,0
000-11-11,3,0,0
000-11-11,4,0,0
000-11-11,5,0,0
000-11-11,6,0,0
000-11-11,7,76.526,52.862
000-11-11,8,233.403,206.711
000-11-11,9,376.364,346.729
000-11-11,10,553.651,520.125
000-11-11,11,939.746,896.82
000-11-11,12,2415.288,2324.733
000-11-11,13,2240.807,2156.852
000-11-11,14,1721.208,1655.368
000-11-11,15,1069.414,1023.046
000-11-11,16,98.388,74.314
000-11-11,17,0,0
000-11-11,18,0,0
000-11-11,19,0,0
000-11-11,20,0,0
000-11-11,21,0,0
000-11-11,22,0,0
000-11-11,23,0,0
000-11-12,0,0,0
000-11-12,1,0,0
000-11-12,2,0,0
000-11-12,3,0,0
000-11-12,4,0,0
000-11-12,5,0,0
000-11-12,6,0,0
000-11-12,7,22.658,0
000-11-12,8,137.324,112.512
000-11-12,9,822.786,782.842
000-11-12,10,1160.589,1111.714
000-11-12,11,560.597,526.914
000-11-12,12,1003.485,958.884
000-11-12,13,475.25,443.478
000-11-12,14,641.508,605.955
000-11-12,15,53.79,30.548
000-11-12,16,0,0
000-11-12,17,0,0
000-11-12,18,0,0
000-11-12,19,0,0
000-11-12,20,0,0
000-11-12,21,0,0
000-11-12,22,0,0
000-11-12,23,0,0
